platform,title,published by,developed by,released,genre,perspective,visual,art,gameplay,interface,userReviews,userReviewCount,averageUserReview,criticReviews,criticReviewCount,averageCriticReview
Gameboy Advance,The Berenstain Bears and the Spooky Old Tree,Namco Hometek Inc.,Program Ace,"Sep 20, 2005","Action, Puzzle",Side view,2D scrolling,,Platform,,,0,,[40.0],1,40.0
Gameboy Advance,Berry Tree,"Wizards of the Coast, Inc.","Nintendo Co., Ltd.","May 03, 2003",Action,Side view,Fixed / flip-screen,,Arcade,,,0,,,0,
Gameboy Advance,Beyblade: GRevolution,Atari Europe S.A.S.U.,Full Fat Productions Ltd.,"Nov 25, 2004",Role-playing (RPG),Diagonal-down,,Anime / Manga,,,,0,,,0,
Gameboy Advance,Beyblade VForce: Ultimate Blader Jam,"Atari Interactive, Inc.",Full Fat Productions Ltd.,"Nov 24, 2003",Action,,Isometric,Anime / Manga,,,,0,,"[79.0, 75.0, 75.0, 60.0, 50.0]",5,67.8
Gameboy Advance,The Bible Game,"Crave Entertainment, Inc.","Alpine Studios, Inc.",2005,"Action, Educational",Diagonal-down,Isometric,,"Game show / trivia / quiz, Puzzle elements",,,0,,,0,
Gameboy Advance,Big Mutha Truckers,"Destination Software, Inc.",Raylight Studios s.r.l.,2005,Racing / Driving,Behind view,,,,,,0,,,0,
Gameboy Advance,Bionicle,THQ Inc.,Möbius Entertainment Ltd.,"Sep 11, 2003",Action,Diagonal-down,,,,,,0,,[53.0],1,53.0
Gameboy Advance,Bionicle Heroes,"Eidos, Inc., Tt Games Publishing Ltd.","Amaze Entertainment, Inc.","Nov 14, 2006",Action,Top-down,,,,,,0,,"[80.0, 80.0, 77.0, 70.0, 30.0]",5,67.4
Gameboy Advance,Bionicle: Matoran Adventures,"Electronic Arts, Inc., LEGO Interactive",Argonaut Games PLC,"Oct 29, 2002",Action,Side view,,,"Platform, Puzzle elements",,,0,,"[58.0, 48.0, 43.0]",3,49.666666666666664
Gameboy Advance,Bionicle: Maze of Shadows,"THQ Inc., Giant Interactive Entertainment, Ltd.",Razorback Developments Ltd,"Sep 13, 2005",Role-playing (RPG),Top-down,2D scrolling,,"Japanese-style RPG (JRPG), Puzzle elements",,,0,,"[67.0, 65.0, 50.0]",3,60.666666666666664
Gameboy Advance,Black Belt Challenge,"Xicat Interactive, Inc.",Lost Boys Games,"Oct 18, 2002",Action,Side view,2D scrolling,,"Arcade, Fighting",,,0,,"[79.0, 78.0, 70.0, 68.0, 67.0]",5,72.4
Gameboy Advance,Black/Matrix Zero,"NEC Interchannel, Ltd.",Flight-Plan Inc.,"Aug 30, 2002","Role-playing (RPG), Strategy",,Isometric,Anime / Manga,,,,0,,,0,
Gameboy Advance,Blackthorne,"Vivendi Universal Games, Inc.",Blizzard Entertainment Inc.,"Sep 19, 2003",Action,Side view,2D scrolling,,"Platform, Shooter",,,0,,"[83.0, 80.0, 75.0, 72.0, 70.0, 70.0, 60.0, 60.0, 55.0]",9,69.44444444444444
Gameboy Advance,Blades of Thunder,Summitsoft Entertainment,InterActive Vision A/S,2005,Action,Behind view,,,Shooter,,,0,,,0,
